"lane.1","lane.2","lane.3","lane.4"
34,29,23,38
261,258,278,326
23,32,36,23
23,21,26,26
39,29,28,34
32,38,36,31
92,110,106,145
18,20,21,28
14,24,30,29
24,13,14,19
388,380,405,473
114,100,83,122
21,22,17,40
36,32,26,37
25,32,38,41
34,29,38,40
63,58,68,64
27,20,27,38
23,19,20,24
40,42,38,60
50,38,54,55
24,26,24,30
21,23,25,25
119,127,138,127
26,22,25,26
29,21,31,35
50,37,43,49
46,50,44,58
22,20,10,23
37,38,40,41
25,18,22,32
56,47,52,62
26,41,36,41
65,59,80,74
68,71,70,88
39,38,40,54
18,27,21,24
25,23,18,31
28,46,40,28
24,21,21,23
22,22,23,24
45,51,51,44
26,24,23,29
17,13,23,24
66,61,81,66
20,30,34,35
17,21,26,29
20,21,21,34
32,24,30,26
18,22,19,22
54,57,53,70
28,30,29,38
28,25,31,36
44,46,44,71
15,33,26,37
20,17,27,26
65,62,72,104
22,33,20,24
33,42,25,49
21,18,24,31
39,37,34,46
33,49,64,48
53,57,52,78
146,182,155,204
24,27,26,23
34,28,31,36
48,51,55,58
31,30,26,36
35,18,24,25
27,23,22,37
20,29,16,19
47,40,36,35
30,16,25,26
23,31,25,32
234,234,209,271
22,23,25,19
94,101,91,125
20,27,21,25
30,29,23,48
22,13,26,24
33,37,37,50
22,25,32,32
23,22,24,28
85,84,82,121
72,60,67,97
33,31,27,40
49,52,34,52
17,14,30,24
17,15,19,25
20,27,29,28
14,17,17,40
20,34,39,34
24,31,32,36
33,30,29,36
28,28,19,25
34,33,41,44
48,57,58,83
251,241,243,263
28,46,29,42
32,39,27,46
60,53,42,58
18,24,32,31
38,48,32,53
33,27,27,18
19,17,18,24
32,40,36,50
36,29,29,32
28,24,21,20
31,36,32,46
24,30,28,30
25,34,25,47
26,24,14,25
18,28,20,17
37,37,33,40
35,37,35,36
27,32,41,25
20,29,30,19
81,73,65,88
48,52,43,60
52,53,57,54
137,128,130,173
51,50,57,70
18,25,28,18
45,49,41,49
32,28,18,35
25,28,24,28
24,22,20,31
32,25,22,24
64,54,66,59
23,19,24,25
26,24,27,42
35,31,41,38
48,36,31,50
27,40,14,17
34,30,28,25
23,32,18,40
33,14,26,23
19,24,22,25
17,23,20,32
27,32,22,34
34,25,22,34
32,33,32,49
27,21,26,38
21,15,15,24
58,56,50,66
24,31,25,42
18,20,28,34
23,30,22,22
41,56,60,74
21,16,21,36
27,32,28,46
37,41,36,49
48,31,31,48
26,30,27,29
29,44,30,44
21,19,24,35
36,35,42,36
40,41,47,55
33,38,46,44
16,8,27,31
631,551,613,683
29,20,21,35
35,24,29,30
23,31,37,35
35,30,37,32
36,25,27,38
160,155,158,197
41,44,41,50
44,47,35,35
25,19,22,31
30,29,34,30
40,24,24,35
20,27,22,26
27,25,35,36
118,94,96,127
18,21,24,30
35,33,28,40
45,33,47,58
23,24,23,25
26,34,35,30
23,26,28,32
37,22,22,30
17,18,23,30
17,19,20,29
27,20,21,23
27,17,23,28
22,16,25,24
29,25,26,23
38,28,35,28
23,25,17,32
44,35,57,56
43,35,26,38
38,58,41,56
27,28,20,37
17,30,23,34
17,18,18,18
22,25,32,35
18,27,16,17
37,48,39,40
22,23,21,24
26,26,26,30
34,21,33,34
77,79,82,106
37,15,22,20
32,32,27,38
162,160,163,206
49,51,49,56
25,25,26,22
29,28,24,31
238,256,249,238
48,19,38,43
23,23,19,40
20,23,12,16
29,34,24,40
55,66,59,61
21,22,28,28
42,50,56,55
25,18,24,23
47,35,37,50
69,72,59,83
20,17,19,24
26,22,30,30
22,18,26,28
92,82,83,91
16,22,35,24
25,28,11,34
27,20,21,19
25,34,26,53
25,21,27,43
26,20,22,30
19,24,19,30
33,36,26,38
76,83,71,102
22,26,24,30
62,39,34,53
82,83,86,106
34,40,28,44
27,30,30,31
33,30,25,43
82,78,57,66
22,21,13,47
22,29,14,43
69,55,46,65
32,26,25,38
57,59,38,76
26,25,23,19
32,41,27,50
23,23,24,25
20,30,26,25
37,45,34,46
50,57,52,55
41,72,56,56
24,25,22,25
19,25,23,24
25,22,24,28
18,20,18,28
17,17,26,25
32,31,39,36
21,16,24,29
75,66,69,79
28,16,17,24
43,48,56,65
38,40,48,56
19,24,19,34
34,40,32,30
51,41,55,36
91,82,74,112
37,30,27,35
31,36,22,42
24,16,34,28
15,24,23,18
19,30,12,24
45,36,38,41
18,26,41,40
50,46,39,56
709,641,676,821
19,24,26,20
30,30,21,32
38,35,42,41
57,57,59,60
29,17,31,28
25,30,25,18
32,23,24,38
31,31,21,28
29,24,24,34
19,19,23,31
30,30,31,38
31,27,35,31
21,38,25,34
24,21,26,18
21,18,18,18
31,26,30,29
139,103,109,149
45,46,53,50
16,25,16,22
42,35,41,37
24,20,24,20
144,143,142,178
31,25,25,44
24,19,17,23
31,45,26,40
55,48,42,65
45,59,52,73
41,35,54,44
13,28,12,25
36,24,33,42
30,21,25,29
71,92,121,102
40,40,41,48
35,25,23,31
36,29,29,43
23,28,31,30
19,23,20,25
71,62,62,76
24,29,17,26
19,21,20,28
25,18,24,30
20,14,19,30
19,22,27,24
21,24,14,20
22,24,14,26
75,84,94,94
214,220,263,293
61,58,57,64
41,36,29,54
28,46,55,61
33,22,27,32
42,53,42,53
29,27,33,38
15,28,17,26
42,57,50,62
268,275,269,331
20,30,37,36
23,14,21,23
21,17,17,29
34,32,18,42
42,44,37,44
29,23,19,36
27,27,24,24
20,25,29,38
28,26,24,23
70,58,72,55
48,30,36,40
25,29,24,37
24,24,19,30
31,24,34,42
36,17,22,30
17,23,31,36
28,28,28,31
22,26,36,25
38,32,33,37
327,352,350,442
93,85,79,90
41,41,35,41
27,28,30,35
20,18,26,32
41,24,32,42
54,62,75,84
25,34,21,30
29,15,12,23
29,26,29,40
25,32,17,37
15,34,19,31
20,20,23,20
26,32,38,42
74,75,67,79
28,41,32,43
34,20,24,23
41,31,40,37
63,66,52,46
33,41,31,59
30,15,40,26
30,24,45,37
15,26,23,29
62,63,75,74
30,28,18,29
15,21,25,26
39,40,39,47
28,44,34,43
28,40,32,31
25,18,20,14
28,35,21,29
16,16,22,30
38,28,36,53
34,33,33,38
19,40,35,47
132,129,135,146
36,51,45,66
24,20,21,34
24,21,26,29
18,22,25,35
51,58,58,71
28,24,31,41
31,33,31,47
21,21,23,19
761,766,741,928
42,29,42,40
37,37,28,31
21,26,22,25
35,42,40,41
20,17,22,26
20,21,30,23
109,117,87,115
33,30,30,36
26,27,25,41
16,11,20,30
20,23,24,24
27,16,12,19
36,43,39,71
28,26,27,31
292,269,261,353
24,26,23,25
44,35,42,52
21,20,12,23
27,20,29,34
17,18,25,34
25,32,21,26
24,24,27,31
20,15,16,30
43,62,54,79
21,21,18,26
19,23,20,26
20,33,17,36
29,29,25,31
30,27,28,29
27,53,34,47
35,25,26,22
38,57,49,59
23,20,27,28
126,133,115,157
30,22,29,30
23,25,16,31
20,19,25,22
19,25,11,24
26,32,27,37
19,25,20,17
24,31,30,28
34,23,29,30
24,27,37,24
44,31,43,49
30,29,33,34
21,23,26,24
26,21,13,20
69,60,72,90
17,21,23,19
434,459,470,529
28,19,26,24
27,25,20,34
39,53,32,52
48,42,57,65
66,59,64,62
25,19,20,26
32,26,26,25
25,26,28,30
19,19,23,22
41,37,37,40
21,28,24,37
45,40,50,62
31,25,18,22
44,35,32,54
28,25,32,30
68,50,66,68
23,42,31,30
17,27,19,29
30,31,23,24
26,21,35,30
24,27,31,26
19,21,25,16
33,31,39,43
46,70,55,71
188,177,197,230
39,47,44,50
125,138,138,156
44,38,39,38
48,57,53,58
29,32,24,20
31,24,39,40
38,38,22,20
26,28,34,25
31,15,25,26
53,30,32,41
121,98,114,121
27,29,33,41
24,17,28,26
53,51,44,62
20,20,20,25
31,19,33,30
33,31,26,37
24,23,20,19
27,15,30,23
19,29,28,26
23,18,19,29
38,28,32,35
27,25,23,32
25,23,28,22
25,31,23,20
35,29,30,32
36,33,44,52
98,114,104,133
18,18,25,31
15,22,20,25
27,31,24,28
29,42,19,29
129,124,122,154
27,23,25,37
29,33,34,44
30,42,44,55
35,24,28,31
32,39,33,37
30,39,16,44
21,14,28,24
29,16,13,22
36,38,32,42
34,29,33,53
37,40,38,48
22,20,21,34
53,38,52,56
150,159,156,187
18,17,26,17
19,24,22,17
29,23,21,31
36,14,18,22
35,31,28,30
30,28,28,38
33,25,23,25
149,160,137,178
21,28,31,23
20,25,24,18
19,11,24,25
38,44,42,47
33,27,33,31
22,24,22,38
22,22,20,18
29,31,31,36
23,27,21,28
37,33,24,37
19,16,26,34
19,19,22,28
36,37,33,54
45,70,60,84
46,61,52,66
27,24,35,36
40,37,35,40
36,21,19,36
23,26,25,32
22,24,24,32
25,31,20,25
44,47,40,67
23,38,25,31
27,26,23,22
15,27,16,28
30,36,24,23
29,47,24,35
24,28,27,22
27,46,39,48
20,20,29,28
53,43,41,46
28,25,22,32
67,87,75,78
28,20,28,42
19,20,32,24
57,54,52,71
36,36,23,30
26,36,23,22
275,259,285,324
39,34,27,36
50,47,64,67
42,57,48,72
42,30,47,58
22,22,20,26
22,22,19,38
14,31,17,32
22,18,24,18
28,24,26,23
44,54,35,67
26,26,37,35
35,34,36,37
23,19,22,30
21,22,23,25
32,31,31,37
34,30,35,36
33,21,22,25
25,20,22,29
34,27,37,40
40,34,38,41
23,18,17,29
28,27,29,25
42,44,39,38
54,44,52,53
35,15,19,30
25,20,18,32
35,25,25,28
24,26,29,12
17,25,19,26
23,24,24,24
22,19,23,24
38,45,37,42
22,22,16,22
37,35,48,44
27,17,20,44
25,28,13,40
727,753,731,862
36,32,26,34
31,20,31,26
38,39,49,46
44,48,36,56
21,30,20,17
65,64,81,80
26,23,21,32
32,38,41,41
27,17,34,40
19,22,24,23
25,15,25,24
47,47,38,64
29,21,35,32
22,26,29,26
22,34,24,28
27,23,28,22
28,31,15,22
26,29,15,32
68,71,71,79
22,26,18,13
47,45,37,52
17,22,29,25
29,32,19,31
61,42,45,50
30,23,32,50
42,27,47,35
47,42,39,38
23,22,31,30
26,24,24,23
18,28,29,14
26,29,41,31
25,22,21,22
60,79,69,92
40,29,40,35
104,109,111,103
60,65,67,71
24,21,25,20
37,42,32,62
25,23,22,24
20,18,28,38
36,47,45,53
18,27,20,24
18,22,13,22
91,91,85,107
89,97,80,86
34,39,28,42
52,54,52,68
44,60,54,59
26,23,26,37
35,24,20,30
94,124,107,124
39,25,24,48
34,25,31,47
24,26,21,31
26,32,37,41
32,25,24,35
17,22,22,30
29,21,26,42
25,25,22,29
26,36,28,37
21,26,30,24
23,26,31,26
31,26,33,41
18,17,26,35
685,693,727,842
22,34,21,23
21,43,21,26
29,14,20,17
63,56,58,61
22,21,18,24
34,32,41,48
25,29,19,32
26,30,23,30
29,27,27,47
52,43,30,54
34,32,34,34
24,30,29,25
24,23,18,25
56,59,52,77
108,101,106,122
16,20,24,22
42,34,51,49
24,23,29,29
33,43,33,55
26,24,25,36
20,30,22,36
29,23,34,25
19,31,9,25
28,30,26,29
25,12,23,31
18,28,16,24
18,21,15,32
29,17,25,40
14,28,29,25
19,21,26,29
52,39,50,67
40,49,60,58
36,20,34,40
27,22,18,38
23,27,36,29
31,30,27,26
34,23,25,32
37,38,41,46
32,34,29,32
105,84,107,112
21,21,19,34
12,22,17,23
24,25,29,38
23,30,36,35
36,30,30,41
31,29,21,38
28,29,22,38
34,21,25,35
31,29,26,29
25,25,15,26
18,27,22,17
297,224,235,320
21,24,19,31
22,21,33,20
85,110,84,114
39,34,47,43
37,41,33,56
22,21,22,32
19,18,28,35
31,17,27,28
37,33,30,53
16,20,18,35
33,21,22,22
31,36,30,34
23,20,25,29
62,68,69,83
47,61,58,58
22,22,18,19
27,31,20,30
106,120,99,140
53,53,51,70
83,71,77,110
25,28,26,37
31,21,20,22
43,34,39,53
26,18,34,29
98,82,97,92
28,31,35,44
33,35,33,41
29,23,30,35
40,28,40,50
29,32,25,41
36,29,36,37
34,33,19,31
82,96,117,119
29,28,34,30
22,31,22,13
32,24,15,23
51,59,41,50
17,14,23,26
33,29,29,36
25,24,33,26
22,31,28,25
66,57,65,89
51,65,35,46
104,112,110,126
175,186,160,187
19,18,28,28
34,18,28,30
74,74,80,114
79,84,68,95
13,24,31,20
52,48,61,62
20,25,19,18
21,30,23,32
23,26,18,24
31,23,24,30
32,22,27,25
25,31,38,41
35,37,44,46
28,20,28,24
24,12,20,20
50,46,36,46
26,25,29,23
23,30,28,29
24,29,26,26
24,19,25,20
32,29,19,37
61,56,55,64
60,61,51,72
44,54,65,74
19,17,39,23
34,30,37,52
208,229,206,280
114,110,124,110
29,28,18,32
1091,1132,1147,1264
99,90,93,115
22,21,21,18
29,19,25,29
59,60,73,103
17,16,28,25
33,35,26,40
13,26,21,20
23,21,24,24
38,53,45,74
25,27,19,26
43,33,34,42
54,55,64,78
32,34,32,31
31,38,28,44
17,17,19,37
21,30,29,24
49,47,47,48
11,15,18,30
26,21,17,26
30,11,26,34
18,26,14,24
21,26,21,23
19,16,19,19
40,20,24,30
233,249,229,283
24,12,22,25
39,33,32,41
14,27,31,35
37,39,39,48
19,25,25,24
28,23,22,35
31,30,34,55
38,30,48,48
43,31,43,37
25,25,23,23
30,18,28,31
53,46,50,49
16,16,30,30
26,28,22,34
24,19,31,26
19,19,21,23
67,58,42,67
27,30,31,23
21,19,25,40
33,19,20,32
247,284,303,320
23,27,27,38
19,21,24,19
91,86,91,134
27,37,29,46
30,28,29,29
30,42,29,49
34,39,41,50
27,13,19,28
23,21,20,26
29,30,32,41
18,19,32,23
35,40,40,42
34,28,23,28
20,11,8,16
31,23,29,42
48,42,46,49
23,25,20,24
48,44,65,58
26,41,31,31
32,26,21,24
20,20,17,20
244,208,244,296
14,27,16,23
28,28,37,40
17,21,19,25
20,20,20,22
23,22,30,32
37,25,23,25
21,28,23,29
37,26,28,34
37,39,34,30
22,21,25,34
102,111,109,143
21,22,19,17
36,38,39,41
31,23,21,30
35,23,24,34
23,17,23,29
22,25,26,23
25,34,32,46
48,41,43,41
40,45,40,67
24,21,21,37
23,20,18,29
43,45,43,47
225,239,249,272
29,17,27,34
41,39,37,55
35,38,32,38
41,52,28,53
1260,1252,1297,1508
74,82,79,110
27,32,30,37
31,26,19,19
36,48,53,58
28,18,22,29
25,20,23,29
31,31,37,46
19,22,21,30
224,279,246,335
109,122,117,143
45,58,56,68
28,21,22,36
51,40,63,58
31,24,22,26
27,24,17,31
20,17,21,32
61,48,62,70
27,27,29,31
13,25,29,37
63,76,70,85
74,66,43,62
36,22,17,24
37,43,33,37
36,38,31,42
48,53,47,61
171,200,204,244
22,12,17,35
32,19,20,26
21,16,25,22
59,41,38,60
21,23,12,29
25,26,31,24
27,39,52,61
83,64,73,88
17,27,17,22
40,30,16,34
13,23,22,17
31,18,24,32
26,34,27,28
28,41,35,42
153,128,161,190
37,29,23,37
56,66,49,77
22,24,27,34
24,27,17,28
22,24,34,29
36,37,44,44
29,39,29,29
25,23,23,37
32,35,37,56
42,31,47,48
27,34,27,44
24,23,21,29
37,33,19,31
44,34,44,48
37,18,20,34
34,33,36,56
28,25,37,40
46,45,37,43
277,282,281,286
23,37,37,42
30,23,37,28
20,23,25,44
32,31,30,41
21,27,29,24
26,24,31,22
20,30,27,37
20,25,32,34
33,24,33,42
37,41,27,46
32,22,33,34
33,27,24,28
29,16,19,19
31,39,47,44
31,37,37,35
29,40,24,53
26,24,29,35
23,24,18,25
30,22,25,38
17,25,22,35
25,30,23,36
33,36,35,50
105,83,85,94
33,35,30,59
50,57,54,65
27,25,29,43
42,30,28,50
29,26,37,46
27,35,43,37
49,44,42,59
24,15,16,29
25,29,31,30
41,24,34,40
39,46,44,54
29,25,22,28
32,18,22,32
26,29,21,22
58,33,31,38
20,24,22,41
28,27,26,22
25,28,21,24
13,13,17,26
28,30,35,38
36,37,27,40
92,97,117,133
16,24,28,31
48,57,55,70
29,18,18,36
25,20,20,18
38,36,33,35
1948,1987,1975,2378
35,31,24,24
17,23,27,40
28,39,42,53
308,303,337,352
30,45,37,42
195,189,209,199
41,22,28,38
42,46,61,55
30,22,21,30
14,19,29,26
20,19,10,28
28,20,18,25
37,24,34,32
66,60,57,86
28,19,28,31
26,19,20,25
22,18,22,29
167,156,137,169
91,94,91,107
25,32,30,25
24,22,27,30
39,40,39,40
22,22,17,37
32,35,49,44
26,32,27,31
65,81,78,95
50,38,42,46
39,34,45,38
70,62,52,76
24,19,23,28
34,26,34,41
19,25,31,19
20,31,23,28
54,51,66,70
31,23,28,36
85,84,66,110
39,30,36,43
25,17,22,26
16,18,19,37
87,86,90,98
23,24,19,32
58,59,49,73
118,114,116,128
390,392,416,492
29,25,25,42
34,42,35,62
30,20,27,35
19,33,29,24
20,37,20,29
105,100,98,113
16,25,17,19
17,30,23,25
28,16,23,20
25,25,18,31
40,41,53,64
37,30,32,40
69,52,47,70
54,43,44,65
22,27,22,22
262,244,269,319
22,30,12,22
41,46,43,53
30,34,38,37
16,23,13,20
32,25,29,35
14,20,22,18
32,41,48,36
39,34,34,47
25,38,29,32
24,26,34,37
24,25,30,43
23,16,23,34
21,18,19,23
13,16,20,24
62,37,55,61
25,19,21,32
33,27,28,47
35,24,24,36
37,30,36,35
32,28,35,49
22,20,14,32
25,24,21,20
22,28,22,26
28,24,28,37
25,35,30,23
18,16,18,16
35,17,17,28
39,47,50,49
41,35,43,58
24,25,27,42
39,37,51,70
30,26,37,38
35,44,37,49
24,20,24,14
80,84,79,80
34,41,36,36
43,51,44,46
44,48,54,50
162,150,189,206
22,31,24,34
39,40,30,36
74,67,84,91
48,49,39,64
31,33,33,36
24,25,24,25
58,43,38,46
60,59,63,58
21,22,20,35
24,14,28,13
20,35,40,41
33,47,28,40
54,59,54,67
27,25,20,28
25,33,28,44
150,135,133,160
40,27,29,26
29,23,19,16
50,40,50,43
24,17,28,22
48,42,37,43
21,18,22,28
51,43,57,52
24,19,17,36
29,29,35,37
44,43,35,43
34,56,46,42
55,39,59,62
20,25,19,20
50,50,42,46
30,21,22,24
38,29,32,55
165,148,155,179
30,31,30,41
14,17,20,19
31,32,26,41
22,33,26,23
22,27,26,10
14,25,22,23
41,47,45,53
117,133,110,157
52,51,51,66
40,43,33,48
29,34,40,43
23,19,14,26
56,64,64,86
24,23,31,35
15,16,21,17
34,42,30,37
26,26,16,31
66,69,66,79
34,32,15,44
18,32,30,28
24,25,12,31
63,60,69,55
24,31,32,37
32,33,20,29
32,28,32,26
37,30,35,56
26,24,31,29
20,37,37,37
26,42,32,34
39,51,46,66
34,53,48,42
22,22,26,36
26,17,26,35
30,30,30,34
28,23,32,31
21,44,25,40
17,21,20,19
70,56,58,53
32,25,28,36
56,52,78,78
19,15,13,19
53,54,51,70
37,38,42,49
32,37,37,43
33,28,30,30
64,72,71,76
41,35,47,53
25,23,19,25
21,20,28,29
284,245,230,312
47,47,36,49
22,19,23,24
25,21,23,30
71,42,58,66
17,28,25,32
272,264,256,317
260,245,248,284
20,19,21,24
28,23,24,36
51,67,56,77
16,17,22,22
21,17,20,25
25,39,36,36
69,73,73,102
59,60,63,89
21,27,23,36
22,30,29,28
35,28,22,31
71,66,58,79
79,92,96,100
44,52,46,53
15,34,29,38
26,21,23,25
23,34,29,18
54,64,62,70
39,35,50,55
88,76,73,96
27,28,20,44
54,31,34,41
53,48,37,38
25,32,21,34
29,27,27,36
106,110,85,134
18,19,23,16
37,33,24,54
47,40,43,53
24,24,26,29
41,29,38,38
26,21,20,35
32,40,38,42
17,29,22,22
65,59,60,80
25,23,25,24
21,22,27,22
55,57,51,58
25,27,18,32
27,17,16,22
40,37,26,47
24,22,28,37
48,47,46,59
29,24,20,38
31,31,27,38
30,34,23,46
24,28,34,25
22,23,25,17
20,25,13,38
22,25,27,20
167,161,194,220
39,37,29,32
27,24,20,13
29,34,31,36
23,30,38,43
24,21,29,25
6956,6914,6988,8290
19,22,18,22
24,29,24,30
25,22,22,41
36,28,24,32
36,40,41,41
26,25,21,24
33,29,21,49
31,36,39,35
44,54,54,55
34,22,20,37
21,26,13,32
22,24,18,23
16,19,20,25
32,32,36,64
39,37,37,37
75,77,100,84
29,20,24,34
14,26,35,14
17,18,22,31
178,153,143,187
38,47,35,49
29,24,13,26
12,21,16,18
27,38,53,40
14,19,15,30
30,20,20,23
20,31,25,23
45,56,43,53
22,16,15,38
25,30,29,38
13,22,19,31
91,90,77,96
38,40,40,37
20,34,15,20
22,23,16,22
30,20,30,35
22,21,22,37
41,35,38,52
16,20,24,14
13,19,18,30
25,32,28,29
20,16,20,35
32,19,17,26
30,31,29,29
38,39,35,40
21,15,17,26
22,22,33,19
50,53,47,38
100,96,86,116
23,25,20,29
28,29,36,36
28,16,17,23
101,89,96,125
37,36,31,37
28,25,15,30
19,20,30,25
89,78,83,91
27,24,21,26
15,20,11,18
19,27,25,34
41,36,45,46
24,20,21,34
38,51,45,36
68,85,83,76
18,21,27,25
26,19,18,24
37,31,27,34
22,23,15,31
30,33,26,37
23,14,20,24
34,31,28,22
28,21,22,31
20,25,18,31
25,30,28,32
29,30,22,28
38,34,44,41
18,16,24,40
27,31,22,25
72,70,49,64
31,24,25,37
24,42,21,34
25,24,25,25
14,16,24,18
111,114,98,140
41,36,32,44
116,113,124,134
15,14,19,31
83,51,57,60
148,160,163,176
24,18,28,37
35,53,51,52
28,22,24,32
23,25,33,24
23,29,23,28
71,81,71,79
19,21,28,30
21,33,32,34
74,71,77,74
40,26,39,38
43,40,48,50
148,153,167,228
22,21,19,31
27,25,14,31
23,18,18,31
28,26,33,49
28,25,31,28
26,25,24,30
22,22,18,23
1630,1608,1645,1925
29,29,25,28
27,22,18,19
16,17,20,35
25,20,20,18
30,49,33,53
92,57,74,104
21,14,23,18
204,216,200,230
41,35,43,54
26,21,24,20
93,56,64,95
24,23,26,35
22,22,24,24
27,31,33,37
37,23,18,28
23,20,30,31
47,31,38,47
19,21,22,25
28,19,28,34
39,27,30,38
27,22,23,19
40,35,28,46
15,17,20,28
24,26,28,34
29,31,32,23
29,43,29,46
41,31,50,52
20,16,13,18
23,38,38,48
14,13,11,30
22,23,25,28
74,61,64,80
17,24,24,38
179,205,198,277
25,29,20,30
15,16,24,19
28,38,30,42
22,19,32,52
62,78,71,86
17,18,22,29
34,39,37,46
154,159,161,169
14,13,24,25
46,54,47,70
41,51,43,47
43,41,24,44
35,39,27,36
40,35,48,42
22,20,26,32
68,65,54,72
96,79,91,110
24,14,18,25
22,21,30,23
31,37,32,48
33,33,27,46
32,30,28,36
19,25,22,35
33,24,32,36
29,31,28,34
23,35,21,26
12,29,28,19
14,28,28,31
32,38,32,40
21,23,20,35
15,23,20,23
50,48,53,71
1862,1834,1888,2189
44,34,37,41
23,23,27,25
28,25,35,32
48,50,45,65
26,31,42,48
57,65,56,55
35,30,26,32
105,91,91,103
30,25,32,30
26,19,21,28
25,35,29,24
64,62,76,86
14,20,17,29
50,54,54,74
32,44,38,42
26,26,17,25
33,23,31,23
24,32,32,30
26,32,26,19
37,31,28,46
22,33,39,35
203,187,175,226
29,34,22,25
34,25,40,37
48,46,46,49
36,27,26,35
24,22,28,23
39,38,37,80
45,44,57,50
26,26,32,26
24,17,18,18
15,14,18,22
17,29,26,28
98,81,80,110
51,38,41,60
54,49,41,67
25,29,38,25
19,18,21,25
17,28,17,22
20,29,28,34
23,41,26,20
27,29,35,36
73,60,64,78
23,25,27,26
18,15,17,28
22,19,29,30
60,66,70,80
10,19,17,22
53,48,60,55
40,35,34,38
17,24,14,28
65,60,72,100
38,30,28,53
34,23,19,24
23,26,27,28
31,41,30,48
30,13,26,28
96,67,79,92
64,53,79,90
20,16,25,26
25,39,32,31
25,19,23,24
22,25,18,28
27,29,30,29
18,19,28,29
28,28,29,41
28,28,39,31
22,21,18,31
21,21,31,17
7,25,15,20
42,32,32,31
13,21,17,34
28,24,22,25
24,27,24,38
83,92,87,120
41,37,51,56
31,20,19,29
24,27,29,34
49,36,50,48
302,314,316,418
29,36,22,32
76,68,81,80
25,19,21,26
38,56,54,68
40,34,33,36
430,365,405,439
50,49,48,80
17,19,23,31
22,26,29,38
55,43,40,47
86,73,66,94
29,19,20,28
22,22,21,24
36,37,34,54
45,30,33,30
24,15,19,19
18,23,18,23
23,29,24,26
24,25,23,18
190,173,182,198
153,157,165,212
22,32,31,43
29,42,27,52
48,42,40,56
285,273,264,318
24,25,28,24
22,22,23,32
39,40,36,48
31,25,24,36
61,49,55,66
23,20,16,29
19,27,24,26
55,50,44,46
23,30,19,19
26,22,12,24
79,56,72,98
17,19,23,26
65,76,71,90
25,21,34,40
190,229,162,209
31,17,23,31
30,25,25,35
37,29,32,34
44,48,53,49
28,29,29,26
25,21,23,30
54,52,45,54
51,63,57,79
16,20,27,18
20,22,22,22
20,19,35,30
40,41,32,55
55,46,43,71
19,24,18,30
59,70,75,76
27,29,39,36
44,34,50,54
22,25,25,30
27,32,25,35
21,23,12,28
22,34,22,26
29,22,25,29
23,21,20,26
24,21,18,23
33,30,26,41
24,33,34,24
26,25,23,31
77,65,71,82
25,18,23,23
54,48,61,68
18,15,22,34
15,16,24,28
17,19,28,24
22,21,32,22
40,34,37,40
66,54,54,74
83,63,69,97
25,19,22,25
23,22,25,28
68,82,63,83
21,29,28,23
19,19,21,34
75,69,55,72
38,46,44,56
26,22,20,23
330,303,341,361
33,37,24,48
46,50,69,54
61,46,44,58
27,26,32,22
20,30,30,30
46,40,35,52
25,30,19,35
39,28,35,38
20,21,17,26
18,25,25,36
19,29,28,38
24,21,21,29
20,28,23,29
21,28,31,24
29,27,18,31
15,9,21,25
41,45,46,40
43,31,34,31
36,34,51,61
16,17,22,30
23,26,31,32
27,22,19,38
20,20,23,26
20,26,18,29
20,33,21,31
39,43,31,42
472,469,451,608
37,31,39,46
51,49,27,58
32,33,25,37
20,14,25,29
107,115,91,137
29,31,29,32
27,42,38,36
29,33,33,32
16,30,24,23
19,21,20,24
33,35,30,49
26,27,26,29
25,22,28,34
28,32,30,20
458,463,450,544
36,27,24,31
25,24,26,32
15,22,22,26
32,23,33,41
23,23,27,26
69,92,73,90
48,56,66,68
24,26,31,35
45,50,54,50
99,93,98,119
17,20,22,30
77,71,60,86
40,33,32,36
27,18,31,26
32,27,22,22
38,34,30,31
18,20,31,24
24,19,15,22
34,41,44,62
20,18,24,25
23,15,13,20
16,16,22,19
49,40,46,47
44,28,29,42
24,26,21,28
17,27,18,35
18,24,20,22
18,23,26,31
37,31,43,42
29,20,20,16
38,43,41,50
35,42,42,37
25,17,20,25
22,14,15,36
14,13,24,28
25,25,21,34
25,32,29,43
23,19,25,26
28,26,30,25
18,28,22,24
18,28,16,23
97,112,118,134
18,25,14,26
78,66,59,89
37,29,32,42
18,17,26,32
39,31,44,43
45,50,35,67
21,19,26,20
29,26,39,40
30,43,46,67
28,30,28,49
27,33,25,37
49,30,52,59
34,35,33,47
31,15,30,22
43,42,38,40
28,34,46,36
20,19,30,23
57,56,67,72
60,65,71,107
34,45,40,53
23,30,44,28
54,52,78,59
22,15,22,26
20,21,26,22
19,22,21,30
24,29,35,38
22,26,32,23
274,224,237,278
30,30,27,32
29,21,24,32
24,24,18,29
32,27,29,29
30,32,28,34
43,42,50,64
26,25,25,25
26,24,27,25
29,22,25,41
28,19,24,32
21,23,24,26
33,37,38,48
52,34,47,46
18,24,20,19
25,20,21,32
46,27,27,56
28,18,17,20
14,31,23,34
16,27,18,28
16,19,33,26
22,19,20,26
32,22,26,25
19,21,14,19
22,18,27,22
29,26,25,32
36,47,51,54
24,25,40,36
19,24,25,28
45,57,60,71
42,26,31,31
24,29,42,43
21,30,26,18
27,18,26,20
26,23,27,34
17,22,28,31
21,24,22,37
13,18,20,30
27,21,32,25
34,40,44,59
26,23,21,25
25,25,25,18
14,14,31,25
