"lane.1","lane.2","lane.3","lane.4"
63,69,73,80
13,21,25,25
23,17,14,40
23,27,20,18
14,34,35,32
19,22,21,26
18,16,15,25
76,77,54,71
39,53,39,44
38,17,34,34
34,18,26,25
29,28,17,32
98,82,80,95
29,33,25,26
112,103,135,128
195,240,209,216
23,28,36,25
15,15,26,24
34,38,28,31
43,50,64,80
24,21,30,40
22,25,26,18
21,22,31,22
30,32,25,42
44,45,20,37
29,24,27,35
26,30,24,31
58,66,55,79
25,14,21,10
18,22,19,19
15,17,22,22
40,27,31,34
27,18,24,35
17,23,21,18
17,21,18,30
14,25,24,25
34,39,30,46
32,21,19,28
409,428,405,512
15,20,14,28
18,16,30,25
26,35,20,37
38,36,22,34
18,23,23,29
37,29,22,37
20,20,35,24
44,49,54,48
15,19,28,26
30,38,26,34
27,34,25,31
1375,1412,1375,1673
40,40,41,53
34,29,37,34
23,24,18,34
26,28,27,20
21,29,24,19
30,22,31,29
31,29,38,42
19,34,34,35
34,33,30,46
25,25,25,29
34,23,29,44
46,46,39,54
21,25,31,22
20,19,19,26
48,41,50,61
22,22,21,35
297,296,285,320
36,24,35,25
20,19,29,29
44,54,53,71
26,14,20,17
40,29,33,36
38,37,50,54
43,41,43,48
23,17,23,23
28,30,35,46
46,51,43,48
20,20,31,17
13,18,24,25
54,49,57,52
61,62,55,65
30,26,23,32
39,35,34,34
20,21,23,11
29,35,25,41
24,16,22,20
497,463,443,551
21,27,16,29
28,13,15,28
20,24,19,23
22,19,20,26
33,33,32,30
31,22,31,42
38,26,32,29
37,45,42,53
21,24,18,24
20,18,22,29
16,21,22,44
46,38,33,38
34,39,36,43
20,18,19,20
15,17,22,20
17,25,17,29
35,27,39,31
35,28,23,32
19,19,20,20
176,195,155,200
25,34,44,29
18,20,28,23
29,27,27,31
106,105,101,130
20,25,25,30
34,25,47,35
59,53,40,62
23,15,28,25
27,33,34,38
18,15,27,29
48,66,49,83
22,27,28,29
29,17,33,38
18,33,28,35
20,30,20,19
31,35,22,43
852,853,892,1015
19,23,22,29
53,44,40,43
30,43,29,37
20,18,25,37
32,36,35,42
16,30,18,25
141,113,161,176
35,31,31,55
21,22,25,31
19,14,20,23
33,27,31,31
17,19,15,30
22,23,28,24
21,21,17,25
20,22,21,30
36,23,26,28
19,27,21,26
26,35,25,36
50,57,62,83
26,21,25,35
23,20,29,26
23,33,30,40
26,28,22,23
45,42,28,34
21,28,23,24
28,31,30,32
74,78,78,103
32,38,41,58
83,90,61,96
24,33,26,47
111,114,100,148
20,26,26,26
33,23,24,28
32,26,22,26
29,27,28,36
31,33,21,50
20,21,27,22
20,23,27,22
19,26,16,23
44,49,37,59
33,27,22,32
11139,11349,11280,13408
24,23,29,34
32,29,28,44
21,19,16,22
35,34,36,44
74,71,66,67
28,14,31,34
13,19,21,28
30,32,23,25
31,32,21,20
30,23,27,31
16,25,21,29
30,31,25,35
72,63,54,89
35,41,47,54
20,20,24,17
31,27,28,24
18,22,29,23
20,31,23,30
23,21,27,28
28,22,27,25
25,23,23,25
29,23,30,20
27,24,18,37
27,35,34,36
151,143,182,179
60,59,70,65
51,38,61,61
36,39,24,34
17,19,25,22
36,31,24,35
21,25,27,31
35,40,37,48
25,20,22,25
25,27,23,38
43,40,42,56
39,33,37,43
35,35,24,37
815,891,848,1044
25,14,27,23
35,36,42,42
34,46,37,30
28,15,30,26
186,167,146,216
21,10,28,26
23,26,27,19
20,30,27,18
21,29,15,30
21,34,34,22
139,138,161,166
20,32,17,31
25,17,22,31
14,18,24,28
28,20,29,18
33,33,29,34
29,33,33,40
27,28,28,36
131,113,121,151
63,88,68,101
18,22,28,31
31,25,25,10
23,32,23,26
149,143,145,162
27,26,18,13
399,377,384,491
12,17,21,26
20,20,21,36
21,24,24,41
144,131,112,150
27,14,24,22
44,44,45,61
59,68,55,79
25,24,32,24
18,32,21,25
30,18,21,28
27,18,16,24
38,27,41,31
27,23,20,29
37,33,26,32
16,21,24,29
33,30,20,36
31,27,33,30
798,708,720,970
32,18,17,40
24,32,39,40
34,29,22,40
24,19,13,25
32,33,45,41
25,34,24,22
181,159,192,192
14,16,23,16
32,36,36,54
19,19,33,32
37,35,27,34
127,141,145,180
36,50,31,52
18,20,19,37
26,32,34,44
24,19,27,37
14,15,19,20
259,276,273,272
35,41,34,44
30,16,25,28
12,31,18,24
32,20,29,43
26,23,31,26
27,23,27,34
20,20,17,31
41,56,43,65
22,23,25,16
23,37,29,31
21,18,23,29
32,31,30,30
18,17,28,25
43,39,44,50
18,30,33,30
23,28,23,36
33,36,37,34
43,55,47,65
173,117,140,176
44,34,36,49
47,38,40,58
44,51,47,49
27,29,34,40
41,45,45,62
28,24,28,44
22,23,22,26
56,47,56,68
38,32,36,37
24,30,23,44
21,26,20,20
34,30,39,24
34,29,35,35
28,27,37,32
31,18,20,40
42,32,33,46
17,23,29,25
89,129,97,110
25,33,37,38
75,64,64,91
39,30,24,30
52,52,51,49
23,25,23,32
44,28,44,50
21,21,30,40
44,41,56,44
26,13,13,29
32,57,37,53
39,33,43,52
59,44,50,46
103,84,87,102
62,63,68,77
58,55,65,77
28,24,17,36
40,61,49,70
26,20,18,28
23,22,20,34
68,47,49,48
256,227,253,278
34,29,29,47
26,40,31,47
53,34,34,52
130,109,127,154
311,260,291,332
94,98,132,121
78,51,78,92
29,24,16,24
88,75,73,76
30,26,24,30
35,33,34,25
13,25,23,24
16,30,25,31
22,20,32,32
24,23,18,23
29,27,20,29
25,17,24,34
82,99,76,110
20,27,16,20
22,24,20,28
22,32,16,32
41,30,27,47
33,32,37,47
27,22,22,29
20,18,17,28
43,55,49,47
26,29,21,22
19,35,26,35
18,24,35,29
15,20,18,28
39,24,42,46
26,33,30,29
24,22,20,36
35,38,26,34
22,21,23,18
61,85,64,106
46,59,47,59
33,42,36,36
11,28,17,23
19,28,24,23
19,14,24,20
26,25,22,25
31,29,32,38
26,38,24,37
21,30,25,30
652,678,677,760
21,25,20,31
33,47,47,54
29,30,24,18
28,25,35,31
28,21,21,18
20,28,19,23
25,24,22,41
25,30,26,32
24,13,14,26
29,18,25,18
37,32,31,36
15,21,29,22
63,58,70,71
75,71,79,96
26,33,28,28
42,22,25,24
18,21,25,28
30,24,25,35
26,26,21,19
20,32,24,29
15,18,19,19
13,19,14,23
23,21,30,29
40,40,37,34
35,30,21,36
27,18,23,34
36,46,35,55
70,88,86,89
27,19,20,23
28,18,27,17
22,25,25,34
20,31,21,35
61,60,59,90
42,36,48,59
41,44,43,49
31,43,38,48
20,22,19,26
92,108,101,101
45,33,52,46
39,52,35,48
30,26,25,24
66,71,60,88
14,22,17,23
74,75,66,104
23,18,19,31
24,33,23,29
23,27,29,30
31,21,18,24
31,35,34,42
184,166,191,191
37,30,37,49
17,26,15,32
24,32,39,40
35,33,31,37
27,32,26,30
26,26,26,40
31,37,27,35
27,36,17,24
28,28,22,30
65,59,59,68
17,23,26,25
30,26,28,38
15,21,23,23
40,42,42,47
19,21,17,28
86,81,86,92
18,16,16,25
16,24,27,26
28,27,23,40
64,54,34,71
60,54,45,65
21,25,21,29
40,55,50,71
35,34,31,24
30,33,31,42
33,36,57,50
26,18,26,19
25,37,23,28
95,65,91,100
32,26,39,34
42,36,26,31
20,16,23,23
26,33,33,30
14,24,13,29
35,25,21,35
24,18,29,25
27,37,38,48
38,40,33,36
22,24,31,32
35,30,46,46
25,21,14,20
24,36,25,20
145,152,143,154
25,25,21,23
46,50,55,50
21,17,18,30
40,31,43,54
35,19,19,23
26,32,28,38
27,25,26,36
38,20,26,22
26,30,26,31
33,35,33,43
19,30,30,38
26,22,23,24
34,25,29,36
17,22,16,23
39,37,29,43
25,24,30,26
32,28,37,43
37,33,33,59
24,26,13,41
20,16,19,29
24,38,27,26
113,115,100,130
29,33,38,53
31,27,26,41
17,23,13,40
27,31,21,26
55,48,53,66
20,28,12,34
21,24,22,28
82,72,79,78
20,26,23,24
23,25,20,24
35,27,25,32
36,35,37,50
46,39,46,41
17,22,25,32
22,27,25,32
24,27,16,20
41,50,42,52
21,30,24,35
23,29,25,31
74,50,80,73
145,145,159,198
19,18,27,32
34,37,23,30
24,32,31,41
19,25,16,29
23,29,19,40
264,223,273,302
16,21,16,22
396,398,407,516
27,23,34,25
66,66,75,86
32,35,28,35
32,33,28,38
38,47,35,44
12,24,25,29
35,33,33,46
32,37,26,43
126,132,124,150
14,23,25,22
24,36,26,28
41,41,31,32
26,17,24,26
24,23,21,34
28,21,16,29
20,30,25,28
67,70,57,74
92,76,93,96
18,21,25,19
23,23,17,24
29,32,30,31
33,33,24,34
53,66,50,62
57,69,64,80
26,24,22,28
46,61,42,37
67,59,60,85
25,26,21,30
24,23,33,36
17,12,22,31
37,45,42,36
19,26,24,29
22,20,18,30
51,48,47,59
16,20,13,32
43,42,49,53
34,31,26,36
40,32,33,31
23,28,26,26
16,23,15,25
35,35,31,50
19,22,25,41
37,32,37,30
69,56,54,84
26,19,13,23
28,35,36,34
33,33,25,36
34,24,25,34
31,37,44,54
27,18,19,20
27,19,23,29
23,30,20,35
26,19,28,36
43,49,56,73
28,25,21,23
32,46,35,48
70,97,91,98
41,39,33,43
31,26,34,48
118,110,98,167
59,37,59,61
47,49,55,54
148,152,156,169
33,48,43,47
24,34,32,19
42,32,41,41
18,29,20,24
22,22,20,23
26,27,22,41
28,23,29,30
16,15,17,24
30,33,25,23
22,26,24,24
20,24,29,34
40,21,30,43
27,34,31,26
28,28,25,29
18,25,25,19
17,17,21,25
29,27,24,26
37,41,39,47
29,27,24,22
21,17,17,25
23,28,29,25
19,16,25,23
22,29,25,23
40,40,30,61
38,30,34,50
42,47,39,42
23,35,21,24
36,49,35,44
29,29,33,38
110,97,101,140
37,59,41,49
31,33,38,40
53,33,33,44
18,21,26,37
19,23,21,22
35,19,30,30
24,17,19,24
27,21,22,26
25,26,19,30
39,19,26,50
27,22,30,34
43,39,31,59
15,19,22,19
43,37,53,41
26,23,29,26
39,40,39,41
21,21,12,29
33,35,41,48
30,31,18,22
14,29,24,25
24,28,32,49
13,23,16,26
17,17,33,26
46,46,49,58
29,21,30,26
21,31,21,22
46,36,49,53
36,41,39,40
18,25,27,19
21,18,24,23
25,19,15,32
17,18,21,25
38,47,47,56
24,16,22,26
83,80,89,91
27,24,25,23
31,22,23,40
29,29,18,28
31,29,39,41
22,24,15,23
32,40,38,40
29,31,30,42
27,23,31,26
28,32,29,32
28,26,29,28
25,32,39,40
31,31,42,47
59,58,51,86
21,28,21,31
33,32,23,31
51,62,47,72
21,16,21,25
27,30,35,25
31,28,19,26
27,32,21,30
24,22,16,30
19,24,29,34
23,18,26,23
47,53,29,68
24,17,20,31
22,21,32,36
22,40,30,41
16,22,19,26
59,66,50,59
28,32,29,25
22,19,15,31
27,24,20,26
36,37,44,25
16,23,31,29
24,27,30,29
29,16,20,22
37,21,34,37
74,60,73,85
27,21,19,29
30,27,26,35
19,20,23,16
34,51,32,49
27,25,17,18
21,23,18,28
25,21,39,25
39,37,48,44
23,20,16,34
43,39,28,36
91,113,92,126
26,28,24,31
28,21,24,28
60,70,69,64
29,22,27,31
24,30,23,32
23,22,25,34
21,27,21,12
54,70,73,67
30,27,25,37
158,157,164,169
27,28,37,48
23,21,20,25
26,32,30,20
29,26,25,35
29,26,23,30
35,40,33,44
26,33,20,26
33,31,46,50
49,39,50,41
22,31,23,31
19,27,32,30
21,32,32,37
22,20,22,30
20,22,23,18
29,31,23,25
37,31,31,34
48,45,53,67
23,25,21,32
27,29,25,26
18,27,30,30
19,21,18,18
19,26,26,31
35,33,35,24
33,24,34,38
25,22,23,48
35,24,28,44
23,25,29,22
24,22,26,43
25,23,29,29
34,36,31,37
31,23,26,18
36,29,30,31
54,56,55,59
32,23,34,30
37,25,28,31
21,11,18,32
22,31,28,37
27,40,30,36
68,73,58,61
42,20,28,24
26,34,28,46
44,39,45,42
96,93,88,108
20,27,23,30
25,33,18,26
28,20,22,26
71,51,58,62
38,28,23,40
19,15,17,23
119,96,111,114
49,64,49,64
32,34,30,36
416,368,380,509
22,24,19,31
15,23,14,34
41,23,26,20
51,30,40,34
22,15,26,22
24,40,24,25
30,39,46,41
47,44,49,47
40,32,52,44
23,19,14,35
41,40,38,47
23,36,23,31
20,19,26,23
37,32,37,35
23,28,24,26
18,23,14,31
112,106,106,137
16,21,19,25
24,36,38,43
21,24,25,22
35,22,22,48
89,74,67,82
78,48,88,84
20,27,22,35
23,24,23,25
328,313,335,343
15,23,16,31
39,20,31,40
418,401,420,475
31,32,36,32
23,27,24,32
27,27,26,31
46,41,31,49
32,20,21,30
34,46,42,36
39,37,35,42
16,20,24,25
25,26,23,20
26,26,33,29
39,27,21,28
23,20,22,25
44,39,27,49
50,61,53,68
39,41,39,52
25,21,30,28
33,36,37,42
19,19,15,18
32,19,18,35
23,13,15,29
23,21,26,25
27,28,28,31
74,61,76,79
53,47,41,46
184,202,167,235
42,51,28,53
30,44,39,36
21,20,13,24
60,58,53,76
33,41,42,40
23,25,37,28
28,19,22,32
15,14,25,22
43,40,34,50
22,24,15,28
29,40,25,37
35,33,49,35
46,44,45,61
13,26,18,19
22,20,22,25
25,30,31,36
22,21,22,25
18,25,18,20
29,32,35,26
306,284,315,353
36,31,24,37
43,30,34,46
18,10,19,34
30,16,14,35
44,41,42,59
26,19,23,25
93,102,93,119
25,21,19,23
22,29,16,23
48,44,62,72
20,24,20,26
36,36,27,53
31,41,34,41
33,34,39,61
20,34,25,23
33,22,28,37
36,27,27,35
259,243,237,302
41,36,53,49
38,31,26,62
23,23,20,30
72,65,83,90
17,31,21,20
30,32,26,22
27,28,39,46
28,38,32,31
20,19,26,29
15,23,24,25
52,55,50,66
29,28,28,29
26,31,26,31
22,29,22,20
37,38,37,49
22,18,15,17
25,25,31,40
27,12,23,35
21,17,25,22
24,34,27,28
30,31,27,38
28,28,31,31
56,51,52,62
26,14,27,20
38,43,38,34
46,50,28,43
20,19,27,26
25,27,24,12
23,26,16,22
38,48,36,41
31,40,34,34
17,20,25,25
18,24,12,36
24,31,31,30
26,26,25,37
22,20,24,28
41,37,44,34
20,23,15,31
24,24,27,32
35,34,23,36
22,20,22,28
44,48,52,68
21,27,22,35
141,163,141,164
27,23,16,30
14,20,28,24
30,25,26,34
12,23,24,13
48,37,59,62
122,120,108,112
25,21,20,29
39,35,35,53
29,24,18,32
25,23,30,26
90,77,100,92
24,25,20,31
27,25,25,28
20,23,26,22
109,84,106,97
41,47,46,47
246,230,218,266
32,32,24,36
26,21,30,28
37,32,37,38
23,32,23,26
18,16,21,25
66,66,70,77
43,45,49,66
90,87,82,104
39,36,35,50
27,20,23,22
25,26,23,23
192,231,211,215
22,22,23,34
25,21,20,23
58,46,33,49
45,44,54,54
17,24,27,25
35,55,44,64
23,29,24,25
33,33,23,36
51,41,40,34
24,21,25,31
419,456,439,566
54,55,42,53
363,356,341,419
23,34,26,36
28,32,33,28
34,25,31,43
27,33,24,38
37,28,29,32
71,64,69,74
25,18,23,24
29,28,26,36
44,52,81,62
52,37,57,67
25,33,30,26
28,21,17,42
72,71,72,88
20,21,13,29
42,45,35,53
15,26,31,31
27,32,29,31
30,46,40,36
24,20,25,31
18,24,21,28
51,40,40,53
29,25,23,36
27,26,25,46
18,29,20,25
20,29,23,29
40,37,38,34
37,41,46,31
32,24,28,42
86,58,66,97
23,28,26,22
17,21,30,23
43,46,28,54
67377,67423,68172,81300
28,24,18,25
17,18,13,20
19,35,34,47
68,64,93,109
21,31,20,30
21,24,28,25
15,24,25,18
21,20,23,22
20,17,24,20
19,25,27,31
28,29,27,29
21,30,18,18
25,31,30,28
42,32,47,35
29,32,28,31
31,38,39,48
23,19,27,29
53,46,57,71
20,20,21,37
28,16,16,28
36,37,33,46
45,27,23,34
44,46,33,47
28,27,30,42
24,34,25,35
26,26,31,48
341,363,341,384
22,19,45,40
72,77,63,74
16,16,13,16
26,29,18,32
30,20,25,40
17,27,24,22
23,25,22,38
34,34,33,40
37,43,34,37
18,21,21,22
29,29,28,32
19,20,24,26
23,19,19,16
20,30,18,34
28,21,19,35
20,25,23,16
254,238,239,318
50,43,52,67
220,255,263,293
29,28,24,36
41,54,40,55
35,37,39,37
35,27,33,23
15,21,22,20
28,40,27,34
21,33,22,26
31,22,19,28
29,24,32,22
31,33,34,28
38,29,43,36
28,23,14,34
45,34,45,67
20,24,19,23
33,38,22,34
22,23,28,34
55,42,29,44
53,45,52,41
306,319,336,371
29,26,33,44
75,102,77,103
32,23,25,38
26,28,25,29
34,30,39,41
36,31,29,37
37,43,27,40
36,19,24,26
23,25,23,34
32,25,24,37
36,27,34,31
29,26,30,34
33,43,43,31
36,30,30,26
24,26,22,38
12,24,23,22
31,29,34,47
28,26,18,24
25,22,17,20
80,82,78,95
209,202,224,251
32,37,43,40
53,63,57,67
69,81,68,83
23,21,29,29
15,29,22,20
29,34,22,31
34,41,32,40
28,21,24,32
33,29,26,46
26,37,35,40
28,32,31,31
25,21,19,18
22,27,17,32
27,28,31,32
38,46,51,59
21,31,25,43
24,38,30,31
32,26,34,35
37,33,29,32
24,18,31,38
36,39,30,40
20,35,16,29
58,53,53,83
43,43,48,46
16,28,16,25
30,20,23,25
39,38,41,31
30,24,30,37
251,295,276,361
24,32,35,40
13,24,19,14
18,20,28,25
43,52,59,36
24,25,32,19
19,26,17,28
20,20,19,35
32,38,32,46
22,22,21,17
50,46,42,48
41,34,34,49
25,21,23,22
47,54,42,40
20,16,21,30
33,21,29,32
35,33,28,36
27,25,25,25
14,20,20,28
28,17,27,25
68,63,66,86
58,50,52,66
28,15,19,26
41,55,40,64
59,53,62,72
57,67,64,46
24,34,27,42
35,46,36,40
25,14,26,24
20,24,20,22
26,40,34,41
117,135,116,151
32,28,27,42
27,19,24,34
23,28,34,35
25,16,16,18
20,18,22,22
39,37,35,35
23,15,18,22
29,20,17,29
37,29,29,43
24,30,26,25
31,36,37,37
21,23,25,19
117,109,111,138
80,88,95,116
21,24,33,41
24,34,19,32
19,26,25,29
21,31,23,23
45,30,37,50
50,67,45,56
55,77,55,72
34,30,26,42
22,29,19,37
55,69,59,76
97,96,94,119
24,35,28,41
19,22,35,25
31,37,45,42
19,31,28,26
18,14,19,31
28,39,32,38
104,115,111,124
18,17,15,20
49,61,55,72
19,30,24,24
25,41,30,38
28,19,19,20
36,22,37,40
59,55,53,73
23,26,22,25
22,23,28,34
27,28,20,25
24,29,18,14
601,681,620,730
30,30,35,38
40,56,48,62
24,22,21,44
36,35,39,46
24,29,23,25
25,20,31,23
27,27,22,28
22,36,24,22
25,24,18,17
295,337,278,360
33,29,21,28
23,31,22,32
24,38,36,35
26,21,22,46
43,32,26,41
16,22,19,30
31,26,35,35
38,20,27,30
42,41,51,47
22,31,21,24
22,20,30,28
19,37,24,32
46,38,44,59
27,27,34,36
34,43,39,46
24,28,28,43
15,22,29,29
52,66,58,91
20,19,24,30
73,67,73,80
35,25,24,25
14,26,20,26
57,43,63,59
19,29,27,23
13,30,28,29
29,25,38,38
26,30,26,38
31,23,15,35
22,26,18,22
130,139,124,176
60,60,38,56
66,76,75,72
25,25,33,38
16,26,22,26
27,23,32,25
25,20,29,26
58,61,70,72
17,24,21,16
25,18,17,19
47,43,49,68
37,47,58,73
95,79,104,91
23,18,21,26
18,28,23,14
49,24,29,34
15,25,21,25
24,23,28,20
55,51,38,76
22,27,33,28
15,20,21,19
20,26,23,17
128,154,118,162
44,53,40,50
432,420,419,511
24,19,34,28
32,27,20,22
34,51,34,44
29,24,18,29
1045,1066,1046,1207
27,25,28,28
63,51,59,64
127,106,122,137
115,91,90,114
59,37,57,71
58,43,62,56
21,29,26,18
45,43,34,38
26,24,20,34
32,23,20,32
22,25,33,25
24,20,22,24
23,18,16,26
62,70,71,74
516,563,587,646
34,39,34,42
26,31,25,26
34,35,39,42
28,14,28,37
20,22,26,20
17,13,25,29
40,35,39,32
23,38,31,36
28,23,31,37
39,56,49,60
35,25,22,22
183,153,194,198
33,35,31,48
29,28,19,30
41,48,41,49
24,28,20,26
39,20,27,38
21,28,23,23
32,38,30,32
69,58,48,58
37,33,33,35
29,25,30,32
26,21,32,31
28,29,22,38
26,21,27,22
27,19,21,26
30,21,40,35
32,30,28,24
28,25,31,26
25,19,18,24
33,20,26,37
24,21,25,30
33,32,30,38
89,100,88,126
30,22,37,38
20,33,23,37
24,23,20,35
30,27,42,40
33,33,29,55
18,26,24,29
22,18,16,25
31,32,25,31
21,25,29,25
45,48,52,52
19,20,31,29
34,36,36,37
21,23,30,29
28,18,20,41
26,30,24,24
43,55,46,78
25,30,23,26
31,26,33,24
22,21,26,24
41,55,59,68
13,27,15,25
16,28,20,20
22,14,19,31
35,35,29,48
22,25,26,38
18,26,28,25
97,87,79,116
180,142,176,215
138,113,99,156
22,23,17,29
31,36,46,48
46,46,42,49
39,39,30,26
18,16,25,22
33,36,28,31
26,23,31,37
31,31,22,41
20,25,24,35
23,21,26,25
18,20,26,29
33,29,24,41
42,35,45,61
32,32,55,53
34,21,29,40
44,54,45,54
33,33,34,38
22,23,17,20
20,12,27,13
25,22,32,24
32,39,23,41
27,32,27,25
48,46,36,72
19,21,20,18
25,24,25,37
55,56,39,47
24,27,21,29
33,19,35,24
48,49,53,65
26,21,24,25
20,11,25,30
38,38,46,48
22,16,22,30
27,17,18,26
20,22,21,26
59,41,48,76
27,30,38,46
47,58,55,79
29,24,19,35
25,16,25,12
30,30,23,35
27,31,25,35
15,30,32,49
27,40,50,42
23,34,24,35
19,29,22,34
19,26,14,22
297,310,332,371
12,31,20,37
27,19,26,23
23,17,25,19
18,18,25,30
26,25,39,42
24,21,34,34
33,25,25,26
34,36,33,41
39,38,30,43
43,35,38,40
51,61,66,78
75,72,73,72
19,13,32,41
20,26,13,34
25,18,19,24
28,26,24,32
22,20,30,41
30,23,34,32
37,47,32,35
136,136,125,151
28,29,20,25
20,22,19,19
21,15,25,25
40,49,50,66
11,20,30,31
26,27,31,48
32,37,24,34
90,97,89,116
13,32,21,43
24,25,33,30
68,39,45,66
23,23,33,19
28,23,25,29
48,44,50,56
49,42,47,48
49,49,34,71
21,22,31,18
21,27,16,20
41,43,41,61
18,19,18,18
15,20,20,23
21,34,24,25
32,24,35,43
22,19,16,23
43,33,50,62
31,22,25,20
166,163,164,190
17,24,26,19
38,50,41,29
26,27,23,47
26,28,26,24
46,36,33,43
38,18,22,30
46,33,30,46
20,31,27,42
30,31,26,26
27,27,22,24
29,26,25,31
38,38,33,49
34,22,16,31
23,23,22,30
18,31,26,44
41,38,43,43
67,70,84,91
18,25,21,30
22,14,28,25
19,21,16,22
21,19,22,34
24,14,13,20
20,10,20,16
28,22,23,34
24,27,22,26
34,36,50,62
55,48,48,65
23,27,22,37
359,396,364,499
21,31,31,49
24,24,39,22
26,20,17,28
22,19,19,20
27,18,25,29
40,32,53,48
43,45,31,41
22,26,27,34
16,17,21,30
20,19,21,29
17,21,25,25
21,31,21,37
24,22,16,26
46,47,54,50
31,30,27,26
12,20,23,16
10,19,27,25
30,24,28,28
51,49,45,52
19,21,26,20
47,44,48,74
32,32,31,23
42,51,51,61
1321,1241,1291,1476
12,20,27,18
372,362,356,422
18,29,21,26
27,22,35,30
29,32,30,26
34,23,26,46
32,25,23,31
61,59,74,61
46,53,57,64
35,31,39,38
23,27,22,41
49,55,53,54
15,26,30,28
19,17,20,22
24,22,12,14
27,31,29,20
29,22,23,30
23,28,26,29
19,22,28,24
44,37,32,54
31,40,37,38
49,42,53,48
23,15,24,40
18,21,23,26
31,22,32,41
33,31,28,28
18,21,24,25
26,30,17,24
18,24,25,29
29,32,28,46
35,38,26,47
25,37,35,49
51,45,41,43
16,19,37,28
37,41,35,35
30,24,24,40
18,31,20,26
32,31,25,30
15,26,20,35
112,86,93,115
12,25,23,25
13,32,19,34
43,45,49,53
25,30,16,48
20,30,27,37
26,23,30,31
22,26,27,34
29,37,35,26
19,27,20,26
42,22,34,46
31,17,23,23
64,51,39,64
27,14,30,36
24,23,24,34
67,66,72,72
19,17,28,34
22,31,19,26
38,40,31,47
35,26,29,28
176,123,127,162
25,26,31,38
71,57,62,89
18,22,15,31
26,24,19,13
56,49,49,50
26,23,24,32
45,34,33,38
27,19,19,23
29,18,30,41
20,34,14,29
56,59,51,52
76,67,65,77
30,20,22,28
349,302,326,360
31,19,21,31
57,58,62,59
27,36,27,37
24,11,24,22
22,28,26,28
30,17,29,30
30,48,29,38
20,25,30,35
92,88,94,116
21,17,26,29
19,26,25,40
29,26,25,25
77,88,73,97
42,24,31,37
77,69,81,103
31,26,20,34
117,120,119,110
25,25,20,23
35,34,36,55
25,16,19,24
24,19,30,28
21,11,15,22
15,23,17,20
17,25,19,19
32,29,23,37
48,44,49,53
55,36,38,37
36,36,35,60
19,10,25,29
26,20,22,42
24,18,32,31
20,15,16,24
19,24,16,13
28,29,27,40
22,24,18,19
19,25,22,24
27,21,21,30
36,35,52,50
28,27,37,30
21,29,24,34
16,23,15,24
24,14,24,24
39,31,35,36
16,23,29,28
19,15,24,19
20,22,21,23
23,25,24,26
27,31,31,36
28,22,27,28
92,95,100,116
29,31,23,22
34,24,21,29
25,20,16,30
26,27,27,36
23,25,28,34
30,24,19,44
28,30,22,34
177,217,189,229
24,23,28,31
23,22,21,26
31,25,41,31
45,45,35,54
21,12,24,19
30,26,22,42
15,26,30,23
27,26,21,30
25,21,24,22
17,23,16,29
81,90,92,104
18,23,20,29
21,28,19,19
40,48,49,49
15,29,31,26
35,35,21,46
41,34,41,38
24,26,20,36
18,16,23,28
22,18,24,34
17,25,29,28
29,19,17,26
30,35,31,50
28,20,12,26
29,32,43,48
30,19,19,26
35,36,40,42
37,45,51,46
23,23,25,37
18,22,15,26
40,32,34,28
31,31,44,37
29,27,20,28
42,32,29,48
41,43,40,49
33,19,32,46
23,26,27,23
16,24,18,24
26,31,37,42
28,25,28,31
22,28,23,19
29,44,43,36
17,29,23,28
19,21,22,23
66,66,67,72
1193,1163,1175,1448
39,56,42,50
12,29,26,22
25,17,33,35
24,29,20,32
23,21,19,26
16,13,22,24
26,38,28,40
29,13,18,24
22,26,20,35
31,33,22,40
36,49,34,71
48,46,42,44
39,46,32,47
20,18,11,34
26,21,26,37
40,46,50,38
91,85,87,95
16,21,26,25
32,36,36,61
31,24,19,32
31,34,31,38
27,24,20,24
54,53,63,78
20,23,28,25
44,45,44,53
24,16,17,23
23,23,31,31
29,18,27,26
26,25,26,31
45,44,53,47
50,50,63,73
30,37,29,28
76,53,64,79
76,72,77,100
31,23,28,19
18,16,25,14
45,33,44,48
39,32,29,25
22,29,19,24
26,27,36,38
34,34,44,44
22,32,15,31
121,124,126,152
38,21,14,20
327,344,317,402
26,22,25,29
23,23,18,19
70,64,68,73
32,24,33,46
32,36,20,35
27,31,26,29
28,18,21,31
21,18,18,24
23,33,25,40
20,29,18,24
19,15,16,37
24,25,14,17
21,29,20,34
21,21,33,14
24,20,18,26
33,19,24,26
52,51,50,73
71,64,56,73
30,25,29,32
36,47,49,58
23,31,22,19
15,25,22,31
66,57,43,74
30,26,38,42
35,33,39,48
41,34,40,53
58,40,47,46
23,26,27,29
20,13,22,19
38,32,22,37
24,21,22,34
32,25,27,36
20,27,32,37
34,42,30,38
38,27,30,29
21,27,20,22
905,874,835,1036
19,24,22,28
20,22,17,31
25,28,34,25
50,55,47,64
96,72,76,107
25,27,17,35
19,26,38,30
26,18,21,24
27,19,29,37
21,20,17,26
36,32,19,38
28,36,26,36
25,29,26,36
67,54,66,70
42,37,47,42
15,24,21,25
67,56,67,77
23,34,19,22
45,29,25,49
20,12,25,28
56,62,41,73
57,35,48,50
21,20,19,18
45,27,39,28
52,51,44,56
20,20,24,19
65,50,64,72
21,21,9,22
26,29,15,26
25,20,20,20
32,29,32,42
25,29,43,29
