"sample1.1","sample1.2","sample1.3","sample2.1","sample2.2","sample2.3"
2,1,4,4,0,9
1,0,3,0,0,2
206,222,217,69,83,75
22,44,27,57,30,8
699,732,716,1105,1961,1659
0,0,10,0,0,0
0,0,0,0,0,0
469,322,320,421,545,424
151,77,81,86,145,106
6,10,8,14,2,20
202,336,114,486,310,372
1445,2626,1046,50,104,4
27,34,33,27,25,23
129,224,284,333,403,545
70,280,85,301,112,210
1270,584,347,865,1366,527
11,9,16,16,22,19
193,544,808,222,265,1131
40,80,24,38,56,57
2,0,1,1,0,1
13,65,18,18,46,36
140,119,147,143,126,121
0,1,0,0,0,0
0,0,0,0,0,0
40,1,2,9,0,14
174,172,40,11,11,43
821,1092,1171,1271,2041,1122
0,0,0,0,0,0
154,202,84,183,151,149
185,21,98,36,10,163
5,4,13,14,11,5
12,212,293,293,392,66
0,0,0,0,0,1
183,287,361,286,439,313
1,5,4,2,7,4
1,5,2,1,2,3
5,1,4,1,2,4
435,118,400,8,0,133
382,426,259,388,515,555
330,514,37,283,260,101
3342,1116,88,112,947,9478
2,1,1,8,7,9
3,5,1,3,7,2
812,1587,302,770,1056,616
609,401,531,365,691,452
3,4,3,2,8,6
147,222,111,215,60,101
969,1506,2188,96,131,80
128,114,260,43,54,103
6,9,4,10,2,4
0,1,0,0,2,0
130,322,227,1167,1564,1378
9,133,287,81,218,64
1192,725,897,434,110,781
1821,1814,1038,430,284,694
234,566,262,758,202,470
66,138,39,65,116,40
660,338,450,222,630,277
50,81,50,71,70,30
0,1,1,0,0,0
229,186,46,326,325,241
1706,1982,2319,2057,1687,794
135,184,210,229,148,117
1521,502,1258,379,493,1104
5,3,3,5,7,9
1708,746,2018,1318,1452,2171
1,56,195,0,1,153
580,429,167,1,2,1
31,36,14,458,1057,263
234,122,155,219,116,216
0,0,0,0,0,0
5,2,0,40,103,17
4,3,4,137,217,128
115,15,151,85,234,47
112,163,84,98,107,167
240,258,86,10,64,63
2107,3535,2669,1880,894,3060
1,2,0,0,0,0
33,29,22,16,18,21
10,11,14,39,109,61
87,55,61,67,103,75
991,715,264,101,91,189
387,146,44,325,280,141
559,70,653,434,335,235
0,2,0,2,0,0
154,169,188,186,179,187
512,347,950,952,565,368
8,1,16,0,0,0
551,639,683,651,817,839
0,9,5,7,7,3
13,4,19,6,11,10
8,2,4,2,2,1
304,127,1227,43,34,24
7,2,1,4,7,2
308,171,405,481,886,473
47,32,68,53,124,58
1,1,1,0,0,0
6,5,0,4,2,1
333,389,323,70,61,70
0,0,0,1,0,1
1,3,0,1,2,0
0,0,0,0,0,0
9,2,8,15,4,6
3,1,4,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
26,61,80,83,102,38
307,88,1074,285,6,45
194,154,118,102,175,160
77,36,71,26,47,42
28,18,17,12,34,28
6,11,14,3,14,7
35,26,54,63,17,44
1,2,1,3,0,6
13,5,6,13,12,4
1,3,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
4,3,9,4,6,2
0,0,0,0,0,0
106,126,95,35,16,16
2724,3418,14389,239,0,23
4,80,57,20,71,23
10,2,14,12,12,0
141,709,940,75,67,57
120,113,121,103,124,108
0,0,0,0,0,0
0,0,0,0,0,0
13,1,16,8,2,19
5172,477,2277,975,1837,1068
15,11,11,13,20,11
5,0,4,0,0,0
380,703,175,623,674,277
269,602,1921,368,2444,2245
6093,4892,4647,1174,1034,1157
92,87,73,70,67,66
329,174,284,145,78,123
8,14,11,65,148,57
0,1,0,0,0,1
55,2,13,16,4,4
38,7,1,12,56,8
21,13,20,20,23,6
0,0,1,1,0,0
150,55,175,133,136,192
0,0,1,0,0,0
178,984,384,424,348,228
3,2,1,4,2,4
2,2,3,3,11,2
14,5,3,3,16,3
9,11,29,21,10,13
39,28,162,69,132,125
71,87,57,85,38,71
1271,1092,2493,636,1459,942
1,0,0,0,4,2
58,176,94,1,53,221
0,0,0,39,12,56
9,195,22,71,390,33
238,209,176,285,274,258
0,0,0,0,0,0
70,65,108,80,247,126
18,20,8,16,13,19
8,8,1,11,17,9
1265,560,658,5,14,8
197,251,169,195,236,241
2611,368,307,278,323,295
44,39,33,34,49,42
965,856,518,10,6,11
0,0,0,0,0,0
12,11,23,43,34,24
92,85,65,325,78,118
122,129,202,56,18,28
253,193,132,277,258,146
233,221,177,291,256,253
1,3,4,10,16,10
0,1,0,0,0,0
1053,889,591,883,590,550
0,0,0,0,0,0
193,248,190,18,43,104
192,388,574,927,788,1912
465,770,1030,827,1020,1021
83,3,1201,1,2,15
0,0,0,0,0,0
14,1,9,0,0,1
4,3,4,7,6,5
2,25,14,1,4,16
0,0,0,0,1,0
43,43,83,34,109,12
244,347,228,240,503,225
1,0,0,0,4,0
616,1004,455,562,336,387
2,1,0,5,4,4
9,5,7,7,1,5
160,307,310,472,344,339
279,77,204,54,190,309
5,2,7,1,2,0
3,1,0,41,881,216
92,88,112,27,44,33
444,283,359,648,444,414
219,189,283,320,432,219
1,2,2,0,0,0
2,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
52,20,38,12,13,14
2272,1199,558,1255,2376,179
177,314,336,369,329,75
382,327,280,249,598,348
138,129,112,104,116,125
7,56,128,90,1,42
10,5,18,3,17,25
1021,613,423,678,761,770
1,6,6,1,5,3
652,602,919,2547,1732,2480
439,81,206,31,49,45
80,63,128,28,37,41
80,65,154,293,218,186
25,15,20,16,11,19
307,211,250,180,324,150
0,1,0,0,0,0
699,478,98,153,184,216
13,179,86,183,83,22
0,0,0,0,0,0
22,43,29,44,257,753
0,3,91,10,0,21
5,16,25,41,14,12
47,56,482,7,104,220
134,145,93,122,132,67
138,164,444,58,284,364
55,369,191,107,325,229
1,1,3,2,1,1
2318,2386,2142,19,23,31
31,110,62,46,62,53
12,32,20,1052,1459,1779
11,10,16,10,16,25
0,0,0,0,0,0
160,155,85,12,2,385
8,9,2,4,7,7
23,35,35,1,2,0
0,0,0,1,1,0
0,0,0,0,0,0
2,4,0,12,0,1
287,332,294,307,366,259
32,44,90,103,70,111
0,0,0,1,0,4
142,82,57,45,136,44
76,36,73,15,11,12
1377,1484,752,56,95,79
31,48,47,39,52,65
27,21,4,202,2,17
6417,4810,5144,208,158,260
36,25,15,9,42,96
1,2,5,1,1,3
197,158,181,3,8,1
916,1120,1052,1260,1415,1351
5096,4724,662,542,1550,1702
55,2,5,530,265,189
14,3,5,2,10,5
0,2,3,5,12,10
46,38,45,83,103,60
414,173,109,670,788,1586
1,1,0,1,1,0
17,41,49,85,72,46
29,97,18,101,322,68
35,31,37,105,85,121
30,25,22,6,13,10
858,404,695,959,871,784
249,16,166,30,4,11
4,4,2,2,0,1
8,35,16,15,13,24
1,3,1,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
39,35,30,41,44,38
166,154,129,59,71,150
1,0,0,0,1,0
3,8,7,11,29,16
1520,1472,775,1111,1976,1336
11,10,5,5,7,2
1970,1693,913,1738,2204,1263
60,392,606,888,655,458
46,154,161,43,132,34
0,0,0,0,0,0
256,200,168,191,494,314
0,0,0,0,0,0
84,311,446,32,17,23
79,412,72,138,38,21
56,89,75,149,73,75
0,0,0,0,0,0
0,0,0,0,0,0
1493,951,926,912,1300,907
6,0,4,0,0,0
14,6,4,2,0,2
2048,1026,86,22,7,18
1769,475,158,1,302,178
83,1,93,240,198,420
0,1,0,1,0,0
53,57,62,46,77,63
395,172,522,228,511,143
618,463,356,665,373,976
268,244,224,6,11,14
0,0,0,2,1,0
946,657,11,11,76,753
1,3,2,3,0,1
10,8,5,9,8,4
0,0,0,0,0,0
508,1742,6672,591,522,542
212,196,234,213,301,239
101,76,125,144,215,119
0,0,0,0,0,0
186,128,305,207,120,123
1156,671,795,1109,1820,1664
1,0,2,0,0,0
14,5,19,3,0,3
207,240,269,151,329,135
496,304,927,666,1578,1592
853,1082,952,1694,1277,1097
13,11,7,25,30,29
1,0,1,2,0,1
26,33,49,26,32,18
0,0,0,0,0,0
1,1,2,0,1,0
18,26,20,11,5,4
58,28,21,24,40,21
0,0,0,0,0,0
59,47,47,5,6,1
68,43,107,17,17,0
624,755,1414,878,2819,177
10,0,3,3,1,1
0,0,0,0,0,0
33,30,27,31,30,15
941,847,788,655,1274,494
20,128,176,865,324,45
17,14,16,31,26,13
0,0,0,0,0,0
214,58,281,661,930,286
2679,1429,1408,86,59,283
0,0,0,0,0,0
0,0,0,0,0,0
294,240,41,160,59,323
1314,175,1861,708,1448,731
11,21,14,7,14,13
112,32,18,297,948,225
64,37,52,45,72,67
0,0,0,0,0,0
6,7,4,8,7,8
11,4,5,9,6,8
0,0,1,0,0,0
4704,2376,809,1842,2598,2002
0,0,0,0,0,0
53,206,20,22,52,17
31,31,9,7,22,20
1,1,0,0,0,0
83,57,39,50,61,54
6,37,38,24,23,14
434,325,374,502,499,358
2,1,1,35,25,28
382,199,574,952,1271,553
0,2,0,1,0,0
13,21,4,41,16,6
29,60,75,67,90,22
616,474,492,557,608,658
288,110,370,219,263,172
19,22,11,14,23,10
88,137,53,159,112,68
57,2,15,4,17,22
21,16,23,14,40,19
2017,1984,1287,1570,2563,1334
1,0,0,0,2,0
616,892,190,1559,680,568
5,4,0,6,4,1
1,4,4,10,11,1
38,631,120,318,215,346
110,125,35,52,102,75
182,79,104,110,114,78
2,0,4,0,0,0
63,58,82,78,103,92
68,76,67,116,108,306
415,178,130,23,46,8
0,0,0,0,0,0
115,143,128,1005,1184,1413
114,257,121,3,2,2
430,333,257,579,563,482
105,121,264,32,253,84
120,116,127,136,62,104
311,154,237,18,146,541
354,548,164,435,844,253
0,0,0,0,0,0
172,235,302,145,120,280
22,52,64,27,29,84
37,30,26,43,68,35
1,97,96,5,292,45
229,272,302,307,282,269
0,0,0,0,0,0
2,2,4,3,7,1
1399,1550,3674,226,408,139
173,295,548,117,104,136
85,93,145,41,148,181
52,44,23,104,89,27
0,1,0,1,0,0
132,544,299,59,454,509
2,2,2,0,1,0
0,0,0,0,0,0
600,599,694,611,815,675
16,34,0,0,2,1
8,9,8,7,4,3
826,493,192,240,371,849
1,0,5,0,5,0
67,36,50,33,32,66
0,0,0,0,0,0
1,30,195,0,248,24
72,29,28,33,55,57
126,357,530,232,19,477
689,633,301,622,257,513
2,2,4,2,4,4
0,1,0,0,0,0
183,206,716,466,102,476
0,0,6,3,7,7
0,0,0,1,0,0
1663,741,2513,89,113,209
1,0,1,1,1,0
894,779,289,89,107,196
31,7,4,0,0,0
55,58,14,33,126,116
6,0,3,4,5,0
122,80,74,601,512,688
73,61,64,5,4,4
571,628,461,206,733,338
194,155,304,2,5,2
1,0,0,0,1,1
86,30,4,5,12,20
4,8,4,18,26,14
43,36,46,10,2,35
217,175,120,198,356,210
0,0,0,1,1,2
926,4288,4038,12,299,77
117,35,139,22,18,17
55,62,58,73,71,77
81,60,24,39,47,21
214,443,306,372,450,482
6,2,4,0,31,7
18,18,6,15,4,8
43,57,12,38,2,16
0,0,0,0,0,0
2,2,6,7,4,6
35,14,30,17,76,15
21,9,18,12,18,8
30,27,29,1,0,4
1,1,1,0,0,0
31,23,32,28,18,22
0,2,3,3,2,4
141,136,94,143,94,96
241,926,183,68,146,249
0,0,0,0,2,1
0,0,0,0,0,0
119,140,108,70,89,21
15,12,5,83,120,78
132,221,171,432,644,107
0,0,0,0,0,0
1,2,0,0,5,3
1100,782,1053,997,880,1125
52,65,65,31,46,34
308,140,567,653,590,324
59,128,98,2,0,3
15,22,29,33,35,39
12,19,12,13,20,26
585,631,474,552,691,539
784,845,1056,622,982,678
1,0,1,0,0,0
262,68,487,108,790,468
27,36,23,52,149,39
1,3,2,3,2,2
0,0,2,1,5,0
0,0,0,0,0,1
581,537,508,566,646,520
1758,2427,1929,2014,2015,2257
74,79,50,37,49,31
227,303,219,286,294,262
0,0,0,0,0,0
66,196,58,70,86,204
0,1,2,2,0,1
56,120,89,46,155,133
5,2,7,7,4,2
21,36,22,28,40,38
154,192,165,109,109,153
16,5,1,5,2,1
33,25,12,1,0,2
27,21,10,18,12,43
0,0,0,0,0,0
13,10,2,46,1,134
485,716,307,542,797,153
1,2,1,2,1,6
2,1,3,4,6,8
13,37,98,118,272,77
115,172,298,280,474,317
0,0,0,0,0,0
20,9,7,7,10,1
93,63,92,96,90,66
0,0,0,1,1,0
4,2,4,3,4,2
0,0,0,0,0,2
12,7,13,2,5,6
46,23,41,118,32,41
0,0,0,0,0,0
539,873,301,229,653,51
0,0,0,0,0,0
22,89,50,108,67,26
186,252,488,373,143,240
89,123,140,7,1,7
12,3,2,2,4,14
52,163,344,224,239,160
230,129,67,65,100,250
17,8,17,72,4,68
117,143,8,92,152,45
0,0,0,0,0,1
3,7,3,5,4,4
945,1245,450,881,1123,202
0,0,1,0,0,3
552,710,611,293,197,323
0,0,0,0,0,0
1,14,6,1,6,17
23,14,53,25,8,14
0,0,0,0,0,0
125,90,81,199,96,70
39,27,6,57,72,42
80,63,60,71,91,39
2,4,0,2,0,1
0,1,1,2,1,0
461,395,356,394,445,481
35,44,26,17,19,35
0,0,2,0,1,0
0,0,15,7,13,197
177,455,58,224,196,223
1,3,1,2,4,0
0,0,0,0,0,0
17,22,25,287,258,465
20,5,8,148,198,669
1,2,4,0,0,0
0,0,0,0,0,0
2872,752,1477,1904,1896,1152
192,177,155,188,178,188
20,87,22,48,38,74
57,66,39,9,7,3
66,73,36,26,73,58
162,270,263,71,176,163
96,107,183,168,281,117
5,3,18,5,2,0
115,93,46,3,4,1
105,44,83,87,68,80
1,47,22,21,67,21
0,0,0,27,29,17
10,5,5,1,1,0
80,94,64,78,186,112
0,0,0,0,0,0
0,0,0,0,0,0
344,259,340,94,56,127
179,98,119,183,124,239
0,0,0,0,0,0
365,420,320,377,362,321
0,0,0,0,0,0
124,49,64,241,296,183
2,1,1,0,0,1
3,3,2,2,0,4
107,122,148,85,146,158
0,0,0,0,0,0
5,134,32,39,97,108
130,207,162,247,80,289
21,74,36,81,41,23
69,9,34,0,0,1
139,195,140,179,216,136
25,41,24,38,42,28
823,321,699,449,574,178
0,0,0,0,0,0
39,25,57,19,20,5
69,174,113,2,71,5
3,16,0,0,2,1
1072,413,1040,479,946,215
168,122,64,72,92,135
165,125,166,271,208,204
0,1168,1,155,140,275
43,346,333,368,66,198
372,225,264,95,110,54
0,0,0,0,0,0
20,170,1,57,108,67
0,0,0,0,0,0
131,78,163,520,739,177
133,1173,836,459,115,624
1,0,3,11,4,16
164,107,112,43,203,119
958,1030,236,975,833,295
14,10,1,5,6,6
34,188,62,131,56,199
1318,1368,1996,37,31,106
115,55,200,166,264,196
469,415,41,204,632,106
6,17,6,30,40,1
1695,1282,1587,1715,2398,1555
279,298,361,176,414,361
111,58,87,29,50,37
0,0,0,0,0,0
110,254,308,1239,2966,413
66,42,40,42,35,31
640,626,392,587,930,443
15,33,32,41,29,3
52,48,132,2,5,3
26,40,46,44,32,43
240,367,111,316,180,219
375,301,363,686,558,409
2,1,1,0,0,0
0,2,2,3,0,2
167,258,272,18,5,9
652,98,95,52,36,169
0,0,0,0,0,0
259,221,158,109,109,131
1356,548,1133,796,686,1082
823,734,843,593,860,837
1294,1251,1058,1149,1207,954
1605,3853,85,130,150,78
183,758,786,82,86,81
90,205,353,3190,4378,4763
95,470,367,122,622,426
0,5,4,14,13,4
201,195,228,243,469,175
117,328,1676,3765,1187,919
74,206,121,187,25,106
22,21,14,39,24,33
113,114,98,383,41,159
4,6,5,1,1,5
0,0,0,0,0,0
2,0,1,0,2,5
469,518,334,462,552,225
13,21,23,26,19,18
1,1,1,1,0,0
22,20,40,10,47,34
0,0,0,0,0,1
3,3,3,6,12,7
561,447,567,629,486,604
1,5,4,5,4,6
27,346,392,40,844,652
0,3,1,2,0,0
8,82,66,94,8,63
92,61,41,28,103,81
24,25,17,20,18,15
17,0,9,4,5,4
4,5,17,13,4,19
0,0,0,0,0,0
45,121,235,37,137,29
1182,794,220,1416,1248,284
515,370,79,360,636,51
960,719,634,361,1380,248
1334,761,462,473,1534,1042
0,2,1,3,0,3
97,108,115,2,2,4
92,3,16,18,29,111
0,0,0,0,0,0
56,143,70,26,240,101
0,2,0,0,0,0
232,216,186,187,264,236
2,2,2,2,13,6
538,309,7,109,300,211
2,15,33,1,0,4
11,3,32,10,2,10
6,12,6,5,2,3
1,0,1,0,20,1
50,55,28,21,84,76
23,751,58,180,76,124
757,972,762,1220,1037,814
8,16,3,0,0,0
0,0,0,0,0,0
52,33,30,47,34,19
85,1530,1749,208,1630,419
105,185,386,100,152,435
299,179,14,1152,2970,1191
360,327,266,431,649,275
102,75,46,56,20,120
90,378,55,58,80,0
435,423,80,162,256,201
0,0,0,2,0,0
328,352,1256,443,1430,290
471,278,68,33,28,67
4,5,6,107,197,28
32,36,16,2,1,0
9,3,4,4,8,8
6,1,2,0,4,7
0,0,0,0,0,0
3,9,6,13,6,3
1667,916,723,875,251,577
10,17,3,4,29,3
33,24,23,420,143,157
3,22,17,1,1,7
165,19,56,136,14,213
62,163,177,148,7,111
182,197,103,21,110,8
145,208,53,108,82,606
244,450,195,210,307,215
136,36,164,55,84,72
0,1,0,0,0,0
37,43,56,42,24,26
154,194,73,162,145,224
0,0,0,0,0,0
358,444,540,718,101,331
1181,3461,4071,1926,1418,538
53,46,44,48,38,23
452,474,483,461,683,443
0,0,0,0,0,0
0,0,0,0,0,0
386,303,22,71,2,5
23,16,22,28,26,12
2,4,4,5,2,4
27,12,13,1,19,52
23,7,15,10,11,11
343,316,349,343,500,398
0,0,3,0,1,0
22,13,22,28,56,20
449,1578,1246,2545,1694,1526
0,1,0,0,0,0
1,8,0,4,2,3
2,17,36,2,77,62
5,5,3,0,20,3
3,2,2,0,0,0
676,752,539,21,19,23
25,173,10,13,7,7
0,196,209,1,72,8
35,15,6,1,41,0
182,353,124,122,161,159
64,189,43,34,90,288
77,204,119,132,113,80
580,480,397,529,742,609
3,2,2,1,1,2
1144,459,512,310,1382,892
114,49,96,4,18,26
200,244,136,360,851,381
1439,306,546,3,168,121
25,73,27,530,1020,93
2,2,8,1,40,25
33,27,24,573,1061,504
618,808,224,450,595,445
2453,11673,2948,49,136,54
12,25,0,1,0,1
24,29,19,13,12,5
680,520,586,611,768,620
0,0,0,3,2,4
90,384,815,1427,917,0
3,3,0,2,1,2
1434,1830,803,1014,876,576
135,16,257,107,108,34
794,685,1294,612,968,459
96,45,187,141,25,84
0,0,0,0,0,0
1,0,3,0,0,1
2,0,1,1,7,0
46,71,50,63,72,46
0,0,0,0,0,0
544,1583,1262,2510,1192,1586
27,9,20,10,34,29
635,390,373,425,416,253
384,122,27,23,1296,896
1,0,0,0,0,0
0,0,0,0,0,0
18,19,14,23,14,17
8,9,4,3,7,14
181,174,128,121,199,221
0,0,1,0,0,0
161,382,130,125,768,781
5,5,0,6,0,4
16,11,5,37,7,59
0,1,1,0,0,0
1,0,0,0,0,0
353,216,40,63,56,777
1,3,1,0,1,1
329,347,806,10,10,22
199,165,148,39,46,35
2,0,1,0,0,1
34,19,41,8,16,4
1,0,3,1,1,1
1,7,3,0,0,4
1742,1803,1944,711,1202,1186
3,43,19,70,25,23
1,1,11,4,1,2
282,388,38,341,41,237
173,76,89,76,206,228
23,10,6,1,1,0
113,64,59,76,26,25
53,44,32,61,68,15
15,7,10,3,8,6
206,287,212,263,223,314
13,9,2,8,1,10
13,17,13,16,13,22
19,6,17,9,14,5
60,16,61,7,13,77
79,95,129,89,152,93
99,122,111,101,137,84
0,0,0,0,0,0
0,0,0,0,0,0
85,42,60,307,37,112
23,44,14,13,67,75
1067,376,256,837,998,35
808,552,820,20,48,16
0,0,0,0,0,0
0,0,0,0,0,0
287,175,399,165,422,144
1,4,1,0,4,1
0,0,0,0,0,0
1,13,4,115,475,234
1433,112,789,43,38,18
941,570,606,709,380,170
1717,340,5484,86,8,196
44,76,58,144,119,71
1,0,0,0,0,0
4,5,0,0,2,6
9,8,10,6,6,4
24,8,18,5,28,12
152,151,187,183,157,146
353,39,602,610,13,204
112,28,23,62,6,16
22,19,22,30,34,26
168,164,221,169,383,255
13,2,13,14,6,8
453,482,555,473,540,954
91,43,55,42,54,80
2,1,1,4,2,2
125,159,112,138,14,73
46,78,94,54,17,4
205,200,179,50,148,98
14,22,39,15,6,5
23,18,40,0,1,1
5,7,5,5,8,4
3,0,1,0,0,0
101,29,106,118,25,98
553,1681,617,227,211,81
902,625,995,1157,529,2060
275,90,577,32,43,4
192,309,173,350,420,518
458,1031,734,1996,1492,1556
0,0,1,0,0,0
60,81,117,207,197,146
27,29,64,81,36,49
0,0,2,1,0,0
852,2042,2088,1205,1124,839
163,354,139,184,163,713
260,186,170,136,214,241
0,0,1,0,0,0
17,150,255,1889,640,433
0,0,0,0,0,0
815,93,467,385,678,685
0,1,1,0,1,0
6,6,0,10,2,2
173,148,121,198,278,128
3630,3938,3178,272,289,249
711,420,229,365,160,351
7,13,24,28,0,20
638,833,1339,1335,780,552
0,1,0,0,0,1
2,11,2,3,1,4
0,0,0,0,0,0
159,32,94,561,65,202
0,0,1,0,0,0
1,0,3,1,0,0
2,1,3,4,0,2
44,27,23,0,0,0
246,286,151,128,11,50
737,886,552,808,1030,817
149,96,196,45,73,19
1,2,0,0,0,1
4,15,9,26,8,44
16636,6034,11434,835,2525,2050
0,0,0,0,0,0
493,549,553,341,439,535
5,5,3,7,1,3
1270,308,1211,1658,1242,1841
167,640,514,204,461,221
1827,3330,1546,258,307,142
757,912,200,325,204,1305
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
18,1,4,0,8,0
0,0,0,0,0,0
305,119,183,105,37,114
101,258,0,1397,838,80
16,4,13,8,11,16
785,901,334,58,24,273
809,830,552,938,1009,260
0,1,0,4,0,3
87,144,146,53,34,188
0,0,0,0,0,0
336,351,295,387,394,260
0,0,0,0,5,9
2044,798,1843,55,341,53
0,1,4,1,1,1
8,29,9,6,12,10
0,0,0,0,0,0
22,12,30,6,52,23
568,1683,1184,83,16,9
58,49,40,35,8,19
113,2700,239,136,0,9
1,0,0,2,1,0
413,374,349,78,66,43
1,0,0,0,0,0
1,0,0,0,0,0
20,55,53,79,56,15
1908,2480,2372,112,197,91
345,62,90,16,12,28
574,260,359,393,1248,235
270,198,95,394,142,399
1,2,1,0,12,1
1092,900,212,509,186,259
303,77,252,214,37,161
54,4,29,28,5,27
0,0,0,0,0,0
104,194,68,641,490,498
0,1,0,0,0,0
29,1,8,0,17,2
871,666,431,53,52,68
133,111,41,28,113,47
1,2,2,0,2,1
0,0,0,0,0,0
813,289,24,312,208,198
66,56,61,79,89,61
0,5,0,0,2,3
31,9,34,17,24,15
1,5,0,18,0,1
316,260,392,721,115,648
2499,848,517,15,1,30
0,0,3,4,0,2
5,10,11,2,12,11
65,131,30,72,82,50
0,0,0,0,0,0
106,96,16,51,145,36
32,78,15,66,58,16
0,6,291,1988,6,22
474,601,380,453,628,489
21,9,0,2,6,3
14,194,184,745,328,349
113,111,163,306,164,209
51,68,76,183,449,314
124,108,105,67,126,77
232,290,190,163,239,179
27,19,39,41,65,37
4,9,2,4,5,1
2372,1875,2104,2037,2129,2239
0,0,16,5,20,7
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
100,104,60,167,232,132
1699,1935,693,95,121,81
0,4,1,3,1,0
440,35834,3445,451,336,359
206,416,460,477,568,683
181,63,114,374,276,519
26,56,39,11,34,40
81,126,97,13,11,23
0,0,0,0,0,0
4,2,0,0,0,0
174,189,183,182,253,249
47,47,19,102,116,41
1,0,0,2,0,1
0,0,0,0,0,0
84,112,46,190,212,233
70,34,66,26,16,16
34,144,25,30,124,18
3,11,15,4,0,3
1,0,1,0,0,0
19,57,62,10,84,44
2,8,5,25,7,47
0,9,20,0,14,172
5,3,11,5,5,2
0,0,2,0,0,0
15,11,5,7,10,5
7,59,4,2,18,68
3340,4333,2372,834,1139,1072
86,68,149,84,44,84
29,209,45,1676,1013,3878
76,27,40,29,47,140
0,1,0,1,0,0
788,846,812,829,1169,896
3,5,2,2,11,4
0,0,0,0,0,0
0,0,0,0,0,0
18,16,3,17,14,1
111,175,150,187,110,99
1,1,4,1,1,1
81,134,170,58,142,85
6,9,20,43,22,8
0,0,3,0,4,0
801,553,1267,9,18,18
2,1,0,1,1,3
517,393,380,427,520,435
145,35,73,128,128,74
109,118,6,47,190,52
1,0,0,0,1,0
329,160,111,207,139,155
283,824,482,27,122,194
21,18,20,10,19,24
392,540,125,742,1224,2094
86,38,88,0,1,3
0,0,0,0,0,1
0,0,0,0,0,1
1804,28,206,749,458,20
0,0,0,0,0,0
399,656,406,719,918,566
7,4,7,39,20,40
0,0,0,0,0,0
22,34,22,20,28,16
81,191,42,56,406,554
2,0,1,0,1,0
22,4,24,0,12,2
0,0,0,0,0,0
0,0,0,0,0,0
10,0,5,4,7,0
217,232,202,21,29,24
436,501,473,456,442,485
589,835,437,538,821,813
113,416,209,547,17,160
135,145,118,131,149,122
77,10,115,65,168,84
14,10,6,12,16,16
18,15,19,2,5,2
546,796,466,519,967,677
0,0,0,0,0,0
69,48,86,298,610,467
3,2,1,3,0,0
12,20,14,24,28,11
150,125,159,205,118,227
176,212,97,303,841,195
3,1,7,3,17,7
7,33,8,8,52,28
63,67,23,25,6,24
0,0,1,0,2,2
19,9,27,1,150,19
59,36,50,15,5,15
383,243,236,190,134,199
234,171,104,109,326,139
868,228,124,200,313,240
22,58,1329,1137,1040,496
0,0,0,0,0,0
0,0,0,0,0,0
68,150,71,631,554,46
267,146,112,167,175,163
74,274,181,150,283,446
28,14,16,14,12,10
342,923,185,11,19,19
0,0,0,1,0,1
0,0,0,0,0,0
21,31,22,24,32,39
49,28,52,32,48,22
453,132,91,161,146,106
6,1,2,9,7,2
13,15,24,2,5,11
7,9,5,16,5,7
232,32,64,55,76,87
173,123,171,450,655,303
23,50,60,25,30,33
96,27,69,30,2,8
1324,1105,1139,1397,1175,4330
79,157,8,266,1020,584
84,232,73,180,91,23
1,38,17,5,47,13
12,4,4,4,10,8
22,14,17,14,14,4
6,2,3,4,0,0
0,0,0,0,0,0
687,548,1141,1634,1138,704
115,590,84,299,1405,109
164,197,175,156,173,196
281,288,249,2786,2911,3888
18,21,25,22,11,9
187,83,70,18,146,95
181,218,116,180,109,162
13,10,14,18,12,26
913,15,464,2,8,286
171,150,73,56,80,66
8,3,9,0,0,0
112,8,40,30,32,95
0,1,0,0,1,0
48,47,59,975,992,1016
13,14,6,12,19,17
543,687,570,172,145,98
0,0,0,0,0,0
181,252,179,576,340,109
172,178,393,358,890,1839
30,14,48,20,70,109
128,101,135,128,119,116
132,80,125,119,162,126
14,13,4,37,102,117
0,0,1,1,1,1
129,165,96,112,254,208
2,2,6,0,1,2
14,30,208,4,169,3
9,27,88,30,95,21
1,0,0,0,0,1
0,0,0,0,0,0
487,404,504,508,799,232
1617,3041,2245,1846,3410,1040
7,0,35,2,0,10
0,0,0,0,0,0
787,988,557,372,775,343
4,1,4,4,14,7
0,0,0,0,0,0
784,1971,855,4169,2736,807
0,0,0,0,0,0
0,1,1,2,2,4
2,6,5,1,1,6
14,51,238,20,161,36
0,0,1,1,0,0
22,33,22,27,17,22
486,114,480,592,42,1227
150,1051,415,358,272,343
84,45,118,40,24,9
21,16,7,12,17,9
35,96,30,2,14,2
70,44,20,18,20,55
0,0,0,0,0,0
1,2,1,1,2,2
0,0,0,0,0,0
0,0,0,1,1,1
0,2,1,0,0,0
72,59,85,50,161,66
1,1,1,14,5,9
119,0,7,288,212,141
78,57,58,70,86,71
210,111,136,159,247,97
14,27,18,12,16,23
0,0,0,0,0,0
140,393,392,349,443,429
0,0,0,0,0,0
287,214,205,123,181,495
231,312,837,487,546,204
13,8,6,14,12,12
0,0,0,0,0,0
2,2,2,0,1,0
0,0,0,0,1,1
